id,title,pages
https://iiif.onb.ac.at/presentation/ANNO/wrz17500103/manifest,Wiener Zeitung 1750-01-03,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500107/manifest,Wiener Zeitung 1750-01-07,8
https://iiif.onb.ac.at/presentation/ANNO/wrz17500110/manifest,Wiener Zeitung 1750-01-10,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500114/manifest,Wiener Zeitung 1750-01-14,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500117/manifest,Wiener Zeitung 1750-01-17,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500121/manifest,Wiener Zeitung 1750-01-21,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500124/manifest,Wiener Zeitung 1750-01-24,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500128/manifest,Wiener Zeitung 1750-01-28,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500131/manifest,Wiener Zeitung 1750-01-31,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500204/manifest,Wiener Zeitung 1750-02-04,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500207/manifest,Wiener Zeitung 1750-02-07,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500211/manifest,Wiener Zeitung 1750-02-11,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500214/manifest,Wiener Zeitung 1750-02-14,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500218/manifest,Wiener Zeitung 1750-02-18,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500221/manifest,Wiener Zeitung 1750-02-21,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500225/manifest,Wiener Zeitung 1750-02-25,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500228/manifest,Wiener Zeitung 1750-02-28,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500304/manifest,Wiener Zeitung 1750-03-04,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500307/manifest,Wiener Zeitung 1750-03-07,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500311/manifest,Wiener Zeitung 1750-03-11,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500314/manifest,Wiener Zeitung 1750-03-14,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500318/manifest,Wiener Zeitung 1750-03-18,10
https://iiif.onb.ac.at/presentation/ANNO/wrz17500321/manifest,Wiener Zeitung 1750-03-21,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500325/manifest,Wiener Zeitung 1750-03-25,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500328/manifest,Wiener Zeitung 1750-03-28,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500401/manifest,Wiener Zeitung 1750-04-01,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500404/manifest,Wiener Zeitung 1750-04-04,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500408/manifest,Wiener Zeitung 1750-04-08,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500411/manifest,Wiener Zeitung 1750-04-11,12
https://iiif.onb.ac.at/presentation/ANNO/wrz17500415/manifest,Wiener Zeitung 1750-04-15,10
